CODIGO_ENTIDAD,CODIGO_UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,NOMBRE_ENTIDAD,SIGLA_ENTIDAD,RUC_ENTIDAD,DIRECCION_ENTIDAD,...10
11800,61200,CAJAMARCA,SAN PABLO,NULL,Municipalidad Provincial de San Pablo,MPSP,20172446800,JR. LIMA 769,
11802,61306,CAJAMARCA,SANTA CRUZ,NINABAMBA,Municipalidad Distrital de Ninabamba,MD-NINABAMBA,20186865384,CAL. BURGA PUELLES NRO. S/N CAJAMARCA - SANTA CRUZ - NINABAMBA,
11805,80200,CUSCO,ACOMAYO,NULL,Municipalidad Provincial de Acomayo,MP-ACOMAYO,20167768076,PLAZA DE ARMAS S/N,
11806,80300,CUSCO,ANTA,NULL,Municipalidad Provincial de Anta,MPA,20200953691,Ovalo del Jr. Jaquijahuana s/n. Izcuchaca - Anta,
11807,80400,CUSCO,CALCA,NULL,Municipalidad Provincial de Calca,MP-CALCA,20156074242,PLAZA DE ARMAS S/N,
11808,80500,CUSCO,CANAS,NULL,Municipalidad Provincial de Canas,MP-CANAS,20170325185,PLAZA DE ARMAS S/N,
11809,80601,CUSCO,CANCHIS,SICUANI,MUNICIPALIDAD PROVINCIAL DE CANCHIS,MP-CANCHIS,20147421070,NULL,
11810,80701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,Municipalidad Provincial de Chumbivilcas,MPCH,20181709066,PARQUE PALIZA # 100,
11811,80800,CUSCO,ESPINAR,NULL,Municipalidad Provincial de Espinar,MP-ESPINAR,20147346434,PLAZA DE ARMAS 105,
11812,80803,CUSCO,ESPINAR,COPORAQUE,Municipalidad Distrital de Coporaque,MD-Coporaque,20147419687,PLAZA DE ARMAS S/N,
11813,80900,CUSCO,LA CONVENCION,NULL,Municipalidad Provincial de La Convención,MPLC,20187459258,JR. ESPINAR 306,
11814,81000,CUSCO,PARURO,NULL,Municipalidad Provincial de Paruro,MP-PARURO,20159308708,PLAZA PRNCIPAL PARURO S/N,
11815,81100,CUSCO,PAUCARTAMBO,NULL,Municipalidad Provincial de Paucartambo,MP-PAUCARTAMBO,20200557159,PLAZA DE ARMAS 124,
11816,81200,CUSCO,QUISPICANCHI,URCOS,Municipalidad Provincial de Quispicanchi,MP-QUISPICANCHI,20187172129,JR. CESAR VALLEJO 109,
11817,81207,CUSCO,QUISPICANCHI,HUARO,Municipalidad Distrital de Huaro,MD-Huaro,20147301333,PLAZA DE ARMAS 642,
11820,10401,AMAZONAS,CONDORCANQUI,NIEVA,Municipalidad Provincial de Condorcanqui,MPC,20178082222,JR. GONZALO PUERTA N° 100 - Santa María de Nieva,
11823,10700,AMAZONAS,UTCUBAMBA,NULL,Municipalidad Provincial de Utcubamba,MP-UTCUBAMBA,20146917314,Jr. Angamos Nº 349,
11824,20101,ANCASH,HUARAZ,HUARAZ,Municipalidad Provincial de Huaraz,MP-Huaraz,20172268430,AV. LUZURRIAGA 734,
11825,20200,ANCASH,AIJA,NULL,Municipalidad Provincial de Aija,MP-AIJA,20191017201,PLAZA DE ARMAS S/N,
11827,20300,ANCASH,ANTONIO RAYMONDI,NULL,Municipalidad Provincial de Antonio Raymondi,NULL,20195408557,Plaza de Armas N° 120 - Llamellin,
11828,20401,ANCASH,ASUNCION,NULL,Municipalidad Provincial de Asunción,MP-ASUNCION,20226505211,PLAZA.DE ARMAS S/N CHACAS,
11829,20500,ANCASH,BOLOGNESI,NULL,Municipalidad Provincial de Bolognesi,MP-BOLOGNESI,20166558051,Jr. Dos de Mayo Nº 901- Mz.D3 Lote 1,
11830,20514,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,Municipalidad Distrital de San Miguel de Corpanqui,MD-SMCORPANQUI,20229916719,Plaza de Armas S/N - Km. 35,
11834,20804,ANCASH,CASMA,YAUTAN,Municipalidad Distrital de Yautan,MD-YAUTAN,20186203918,JIRON PIURA - PLAZA DE ARMAS S/N,
11836,20907,ANCASH,CORONGO,YUPAN,Municipalidad Distrital de Yupan,MD-YUPAN,20323071838,PLAZA DE ARMAS S/N,
11839,21300,ANCASH,MARISCAL LUZURIAGA,NULL,Municipalidad Provincial de Mariscal Luzuriaga,MP-LUZURIAGA,20212824641,PLAZA DE ARMAS S/N,
11840,21401,ANCASH,OCROS,OCROS,Municipalidad Provincial de Ocros,MPO,20189313544,Jr. Comercio Nº 272-Manzana- N -Lote 10,
11842,21409,ANCASH,OCROS,SAN PEDRO,Municipalidad Distrital de San Pedro - Ancash,MD-SAN PEDRO,20364841109,Plaza Principal  S/N,
11843,21410,ANCASH,OCROS,SANTIAGO DE CHILCAS,Municipalidad Distrital de Santiago de Chilcas,MD-SChilcas,20194658371,Calle 28 de Julio S/N,
11845,21601,ANCASH,POMABAMBA,POMABAMBA,Municipalidad Provincial de Pomabamba,MPP,20207429091,Jr. Huaraz S/N - Plaza de Armas - Pomabamba,
11848,21805,ANCASH,SANTA,MORO,Municipalidad Distrital de Moro,MDM,20186443391,Jr. Jorge Chavez Nº 165 - Plaza de Armas de Moro,
11851,30100,APURIMAC,ABANCAY,NULL,Municipalidad Provincial de Abancay,MP - ABANCAY,20148182788,JR. LIMA #206 - Media cuadra de la Plaza de armas,
11853,30301,APURIMAC,ANTABAMBA,NULL,Municipalidad Provincial de Antabamba,MP-ANTABAMBA,20177891127,PLAZA DE ARMAS S/N,
11854,30400,APURIMAC,AYMARAES,NULL,Municipalidad Provincial de Aymaraes,MP-AYMARAES,20165610297,PLAZA DE ARMAS S/N,
11855,30416,APURIMAC,AYMARAES,TORAYA,Municipalidad Distrital de Toraya,MD-TORAYA,20201958513,PLAZA DE ARMAS S/N,
11857,30600,APURIMAC,CHINCHEROS,NULL,Municipalidad Provincial de Chincheros,MP-CHINCHEROS,20180001051,RAYMONDI S/N,
11858,30700,APURIMAC,GRAU,NULL,Municipalidad Provincial de Grau,MP-GRAU,2020196203,AV. GRAU CENTRO CIVICO CHUQUIBAMBILLA S/N,
11859,40100,AREQUIPA,AREQUIPA,NULL,Municipalidad Provincial de Arequipa,MPA,20154489895,Calle el filtro N° 501 . Cercado,
11860,40200,AREQUIPA,CAMANA,NULL,Municipalidad Provincial de Camaná,MPC,20176422191,JR. PUENTE GRAU 122,
11861,40300,AREQUIPA,CARAVELI,NULL,Municipalidad Provincial de Caravelí,M.P.C.,20199539478,JOSE FELIX ANDIA Nº 401,
11862,40400,AREQUIPA,CASTILLA,NULL,Municipalidad Provincial de Castilla,MP-CASTILLA,20208253086,PLAZA BUENOS AIRES Nº 100 - APLAO,
11863,40501,AREQUIPA,CAYLLOMA,NULL,Municipalidad Provincial de Caylloma,MP-CAYLLOMA,20198033414,PLAZA DE ARMAS 104,
11864,40520,AREQUIPA,CAYLLOMA,MAJES,Municipalidad Distrital de Majes,MD-Majes,20496934866,Av. Municipal Mz 3EF Lote F3 - Villa El Pedregal,
11865,40601,AREQUIPA,CONDESUYOS,NULL,Municipalidad Provincial de Condesuyos,MP-CONDESUYOS,20191802633,AV. MARISCAL CASTILLA 106,
11866,40701,AREQUIPA,ISLAY,MOLLENDO,Municipalidad Provincial de Islay,MPI,20166164789,JR. AREQUIPA N° 216,
11867,40800,AREQUIPA,LA UNION,NULL,Municipalidad Provincial de La Unión,MP-LA UNION,20188297111,PLAZA CONCEPCION Nº 110,
11868,50101,AYACUCHO,HUAMANGA,AYACUCHO,Municipalidad Provincial de Huamanga,MP-HUAMANGA,20143137296,Portal Constitución  Nº 44,
11869,50115,AYACUCHO,HUAMANGA,JESUS NAZARENO,Municipalidad Distrital de Jesús Nazareno,MD Jesús Nazareno,20452339286,Jr. Ricardo Palma Nº 247,
11870,50200,AYACUCHO,CANGALLO,NULL,Municipalidad Provincial de Cangallo,MPC-CANGALLO,20143166717,PLAZA PRINCIPAL N°012-CANGALLO-AYACUCHO,
11872,50401,AYACUCHO,HUANTA,HUANTA,Municipalidad Provincial de Huanta,MPH,20143099262,Jr. Razuhuillca Nº 183,
11874,50506,AYACUCHO,LA MAR,LUIS CARRANZA,Municipalidad Distrital de Luis Carranza,MD-LuisCarranza,20219098236,PLAZA PRINCIPAL S/N,
11876,50700,AYACUCHO,PARINACOCHAS,NULL,Municipalidad Provincial de Parinacochas,MP-PARINACOCHAS,20182177670,Jr. Bolognesi s/n Plaza de Armas - Coracora,
11877,50801,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,Municipalidad Provincial de Paúcar del Sara Sara,MPPSS- PAUZA,20194058854,Jr. Miguel de Cervantes Nº 455,
11878,50900,AYACUCHO,SUCRE,NULL,Municipalidad Provincial de Sucre,MP-SUCRE,20187843431,PLAZA PRINCIPAL S/N,
11879,51001,AYACUCHO,VICTOR FAJARDO,NULL,Municipalidad Provincial de Victor Fajardo,MP-FAJARDO,20187842388,PLAZA PRINCIPAL,
11880,51100,AYACUCHO,VILCAS HUAMAN,NULL,Municipalidad Provincial de Vilcas Huamán,munivilcas,20166871035,PLAZA PACHACUTEC S/N,
11882,60201,CAJAMARCA,CAJABAMBA,CAJABAMBA,Municipalidad Provincial Cajabamba,MP-CAJABAMBA,20148288853,Jiron Alfonso Ugarte N° 620 Plaza de Armas Cajabamba-Cajamarca.,
11883,60300,CAJAMARCA,CELENDIN,NULL,Municipalidad Provincial de Celendín,MP-CELENDIN,20148289825,JR. JOSE GALVEZ 614 - 616,
11884,60400,CAJAMARCA,CHOTA,NULL,Municipalidad Provincial de Chota,MPCH,20220499767,JR. ANAXIMANDRO VEGA 409,
11885,60500,CAJAMARCA,CONTUMAZA,NULL,Municipalidad Provincial de Contumazá,MPC,20191657447,JR. OCTAVIO ALVA N°260,
11886,60600,CAJAMARCA,CUTERVO,CUTERVO,Municipalidad Provincial de Cutervo,MPC,20174691267,Jr. Ramón Castilla # 403,
11887,60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,Municipalidad Provincial de Hualgayoc,MPH-BCA,20148260843,JR. MIGUEL GRAU Nº 320,
11888,60800,CAJAMARCA,JAEN,NULL,Municipalidad Provincial de Jaén,MPJ,20201987297,San Martín Nº 1371,
11889,60900,CAJAMARCA,SAN IGNACIO,NULL,Municipalidad Provincial de San Ignacio,MPSI,20148261572,AV. SAN IGNACIO 101,
11890,61000,CAJAMARCA,SAN MARCOS,NULL,Municipalidad Provincial de San Marcos,MP-SAN MARCOS,20175083937,JR. LEONCIO PRADO 360,
11891,61100,CAJAMARCA,SAN MIGUEL,NULL,Municipalidad Provincial de San Miguel,MPSM,20143625843,JR. BOLOGNESI  N° 407,
11892,81301,CUSCO,URUBAMBA,URUBAMBA,Municipalidad Provincial de Urubamba,MP-URUBAMBA,20147567449,PLAZA DE ARMAS S/N,
11893,81303,CUSCO,URUBAMBA,HUAYLLABAMBA,Municipalidad Distrital de Huayllabamba - Cusco,MD-Huayllabamba,20159377696,PLAZA MAYOR 100,
11895,90102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,Municipalidad Distrital de Acobambilla,MD-ACOBAMBILLA,,PLAZA PRINCIPAL S/N,
11896,90103,HUANCAVELICA,HUANCAVELICA,ACORIA,Municipalidad Distrital de Acoria,MD-ACORIA,20176705061,PLAZA PRINCIPAL S/N,
11897,90104,HUANCAVELICA,HUANCAVELICA,CONAYCA,Municipalidad Distrital de Conayca,MD-Conayca,20154441850,JR. REAL S/N,
11898,90105,HUANCAVELICA,HUANCAVELICA,CUENCA,Municipalidad Distrital de Cuenca - Huancavelica,MD-Cuenca,20198193454,PLAZA PRINCIPAL S/N,
11899,90106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,Municipalidad Distrital de Huachocolpa - Huancavelica,MD-Huachocolpa,20190345182,PLAZA PRINCIPAL S/N,
11900,90107,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,Municipalidad Distrital de Huayllahuara,MD-Huayllahuara,20208070755,PLAZA PRINCIPAL S/N,
11901,90108,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,Municipalidad Distrital de Izcuchaca,MD-Izcuchaca,20199190050,PLAZA TUPAC AMARU 130,
11902,90109,HUANCAVELICA,HUANCAVELICA,LARIA,Municipalidad Distrital de Laria,MD-Laria,20191693249,PLAZA PRINCIPAL S/N,
11903,90110,HUANCAVELICA,HUANCAVELICA,MANTA,Municipalidad Distrital de Manta,MD-Manta,20154441931,CALLE REAL S/N,
11904,90111,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,Municipalidad Distrital de Mariscal Cáceres - Huancavelica,MD-MARISCAL CACERES,20208070917,CALLE REAL S/N,
11905,90112,HUANCAVELICA,HUANCAVELICA,MOYA,Municipalidad Distrital de Moya,MD-MOYA,20189996251,PLAZA PRINCIPAL S/N,
11906,90113,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,Municipalidad Distrital de Nuevo Occoro,MD-NUEVO OCCORO,20199190211,PLAZA PRINCIPAL S/N,
11907,90114,HUANCAVELICA,HUANCAVELICA,PALCA,Municipalidad Distrital de Palca - Huancavelica,MD-PALCA,20199463129,PLAZA PRINCIPAL S/N,
11908,90115,HUANCAVELICA,HUANCAVELICA,PILCHACA,Municipalidad Distrital de Pilchaca,MD-PILCHACA,20154442074,PLAZA PRINCIPAL S/N,
11909,90116,HUANCAVELICA,HUANCAVELICA,VILCA,Municipalidad Distrital de Vilca,MD-VILCA,20190345425,PLAZA PRINCIPAL S/N,
11910,90117,HUANCAVELICA,HUANCAVELICA,YAULI,Municipalidad Distrital de Yauli - Huancavelica,MDY,20183984196,AV. 23 DE JUNIO S/N,
11911,90118,HUANCAVELICA,HUANCAVELICA,ASCENSION,Municipalidad Distrital De Ascensión ,MD-Ascensión,20485962400,Av. San Juan Evangelista N° 770,
11912,90200,HUANCAVELICA,ACOBAMBA,NULL,Municipalidad Provincial de Acobamba,MP-ACOBAMBA,20191121954,PLAZA JORGE CHAVEZ S/N,
11914,61302,CAJAMARCA,SANTA CRUZ,ANDABAMBA,Municipalidad Distrital de Andabamba - Cajamarca,MD-ANDABAMBA,NULL,PLAZA PRINCIPAL S/N,
11915,90203,HUANCAVELICA,ACOBAMBA,ANTA,Municipalidad Distrital de Anta - Huancavelica,MD-Anta,20191015925,PLAZA PRINCIPAL S/N,
11916,90204,HUANCAVELICA,ACOBAMBA,CAJA,Municipalidad Distrital de Caja,MD-Caja,20202510427,PLAZA PRINCIPAL S/N,
11917,90205,HUANCAVELICA,ACOBAMBA,MARCAS,Municipalidad Distrital de Marcas,MD-Marcas,20202541069,PLAZA PRINCIPAL S/N,
11918,90206,HUANCAVELICA,ACOBAMBA,PAUCARA,Municipalidad Distrital de Paucara,MDP,20175954661,PLAZA PRINCIPAL S/N,
11919,90207,HUANCAVELICA,ACOBAMBA,POMACOCHA,Municipalidad Distrital de Pomacocha,MD-POMACOCHA,20190174787,PLAZA PRINCIPAL S/N,
11920,90208,HUANCAVELICA,ACOBAMBA,ROSARIO,Municipalidad Distrital de Rosario,MD-ROSARIO,20202510770,PLAZA PRINCIPAL S/N,
11921,90301,HUANCAVELICA,ANGARAES,LIRCAY,Municipalidad Provincial de Angaraes,MPAL,20154441779,Jr. Buenos Aires N° 235 Pueblo Viejo,
11923,90302,HUANCAVELICA,ANGARAES,ANCHONGA,Municipalidad Distrital de Anchonga,MD-Anchonga,20154442821,PLAZA PRINCIPAL S/N,
11924,90303,HUANCAVELICA,ANGARAES,CALLANMARCA,Municipalidad Distrital de Callanmarca,NULL,20156695948,PLAZA DE ARMAS S/N,
11925,90304,HUANCAVELICA,ANGARAES,CCOCHACCASA,Municipalidad Distrital de Ccochaccasa,MD-Ccochaccasa,20191552424,PLAZA PRINCIPAL S/N,
11926,90305,HUANCAVELICA,ANGARAES,CHINCHO,Municipalidad Distrital de Chincho,MD-Chincho,20154442660,AVENIDA LOS HEROES S/N,
11927,90306,HUANCAVELICA,ANGARAES,CONGALLA,Municipalidad Distrital de Congalla,Md-Congalla,20154442589,PLAZA PRINCIPAL S/N,
11928,90307,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,Municipalidad Distrital de Huanca-Huanca,NULL,20154443470,PLAZA PRINCIPAL S/N,
11929,90308,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,Municipalidad Distrital de Huayllay  Grande,MD-HuayllayGrande,20154443046,PLAZA DE ARMAS S/N,
11930,90309,HUANCAVELICA,ANGARAES,JULCAMARCA,Municipalidad Distrital de Julcamarca,MD-Julcamarca,20154443399,PLAZA DE ARMAS S/N,
11931,90310,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,Municipalidad Distrital de San Antonio de Antaparco,MD-SAN ANTONIO,20154442741,PLAZA PRINCIPAL S/N,
11932,90311,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,Municipalidad Distrital de Santo Tomás de Pata,MD-SANTO TOMAS,20191121288,JR. 28 DE JULIO S/N,
11933,90312,HUANCAVELICA,ANGARAES,SECCLLA,Municipalidad Distrital de Secclla,MD-Secclla,20154443127,Plaza Principal S/N,
11934,90400,HUANCAVELICA,CASTROVIRREYNA,NULL,Municipalidad Provincial de Castrovirreyna,M.P.C.,20146911979,Av.  Los Libertadores s/n,
11936,90402,HUANCAVELICA,CASTROVIRREYNA,ARMA,Municipalidad Distrital de Arma,MD-Arma,20207341241,PLAZA DE ARMAS S/N,
11937,90403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,Municipalidad Distrital de Aurahua,MD-Aurahua,,PLAZA DE ARMAS S/N,
11938,90404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,Municipalidad Distrital de Capillas,MD-Capillas,20191164173,PLAZA DE ARMAS S/N,
11939,90405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,Municipalidad Distrital de Chupamarca,MD-Chupamarca,20198524078,SAN MARTIN S/N,
11940,90406,HUANCAVELICA,CASTROVIRREYNA,COCAS,Municipalidad Distrital de Cocas,MD-Cocas,,PLAZA DE ARMAS S/N,
11941,90407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,Municipalidad Distrital de Huachos,M.D.H.,20207341089,PLAZA DE ARMAS S/N,
11942,90408,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,Municipalidad Distrital de Huamatambo,NULL,20203975270,JR. 28 DE JULIO S/N,
11943,90409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,Municipalidad Distrital de Mollepampa,MD-MOLLEPAMPA,20202597875,CALLE RICARDO PALMA S/N,
11944,90410,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,Municipalidad Distrital de San Juan,MDSJC,20207340431,Jr. Plaza de Armas Nº 102.,
11945,90411,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,Municipalidad Distrital de Santa Ana,MD-STA.ANA,20190351824,PLAZA PRINCIPAL S/N,
11946,90412,HUANCAVELICA,CASTROVIRREYNA,TANTARA,Municipalidad Distrital de Tantara,MDTantara,20203775696,PLAZA PRINCIPAL S/N,
11947,90413,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,Municipalidad Distrital de Ticrapo,MD-TICRAPO,20191126751,CALLE SAN JOSE S/N,
11948,90500,HUANCAVELICA,CHURCAMPA,NULL,Municipalidad Provincial de Churcampa,MPCH,20165762470,JR. 2 DE MAYO S/N,
11950,50502,AYACUCHO,LA MAR,ANCO,Municipalidad Distrital de Anco - La Mar - Ayacucho,MD-Anco,20194773120,PLAZA PRINCIPAL DE CHIQUINTIRCA S/N,
11951,90503,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,Municipalidad Distrital de Chinchihuasi,MD-Chinchihasi,20287884011,PLAZA PRINCIPAL S/N,
11952,90504,HUANCAVELICA,CHURCAMPA,EL CARMEN,Municipalidad Distrital de El Carmen - Huancavelica,MD-ELCarmen,20222402183,JR. 28 DE JULIO S/N,
11953,90505,HUANCAVELICA,CHURCAMPA,LA MERCED,Municipalidad Distrital de La Merced,MD-LaMerced,20228547639,PLAZA PRINCIPAL S/N,
11954,90506,HUANCAVELICA,CHURCAMPA,LOCROJA,Municipalidad Distrital de Locroja,MD-Locroja,20222405794,JR. OLIVAS ESCUDERO S/N,
11955,90507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,Municipalidad Distrital de Paucarbamba,MD-PAUCARBAMBA,20191125275,PLAZA PRINCIPAL S/N,
11956,90508,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,Municipalidad Distrital de San Miguel de Mayocc,MD-SMMAYOCC,20206342430,PLAZA PRINCIPAL S/N,
11957,90509,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,Municipalidad Distrital de San Pedro de Coris,MD-SPCORIS,20199460375,PLAZA PRINCIPAL S/N,
11958,90510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,Municipalidad Distrital de Pachamarca,MD-PACHAMARCA,,PLAZA PRINCIPAL S/N,
11959,90600,HUANCAVELICA,HUAYTARA,NULL,Municipalidad Provincial de Huaytara,MPH,20162316495,CALLE MUNICIPALIDAD Nro100,
11961,90602,HUANCAVELICA,HUAYTARA,AYAVI,Municipalidad Distrital de Ayavi,MD-Ayavi,20192215553,PLAZA DE ARMAS S/N,
11962,90603,HUANCAVELICA,HUAYTARA,CORDOVA,Municipalidad Distrital de Córdova,MD-Córdova,20208070674,AV. HUANCAVELICA S/N,
11963,90604,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,Municipalidad Distrital de Huayacundo Arma,NULL,20228547396,PLAZA DE ARMAS S/N,
11964,90605,HUANCAVELICA,HUAYTARA,LARAMARCA,Municipalidad Distrital de Laramarca,MD-Laramarca,20287815710,CALLE COMERCIO S/N,
11965,90606,HUANCAVELICA,HUAYTARA,OCOYO,Municipalidad Distrital de Ocoyo,MD-OCOYO,20216221096,PLAZA DE ARMAS S/N,
11966,90607,HUANCAVELICA,HUAYTARA,PILPICHACA,Municipalidad Distrital de Pilpichaca,MDPilpichaca,,PLAZA PRINCIPAL S/N,
11967,90608,HUANCAVELICA,HUAYTARA,QUERCO,Municipalidad Distrital de Querco,MDQ,20218710957,CALLE COMERCIO S/N,
11968,90609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,Municipalidad Distrital de Quito-Arma,MDQuito-Arma,,PLAZA DE ARMAS S/N,
11969,90610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,Municipalidad Distrital de San Antonio de Cusicancha,MD-SACUSICANCHA,20204367354,PLAZA DE ARMAS S/N,
11970,90611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,Municipalidad Distrital de San Francisco de Sangayaico,MDSFS,20193992651,AV. FAN FRANCISCO S/N,
11971,90612,HUANCAVELICA,HUAYTARA,SAN ISIDRO,Municipalidad Distrital de San Isidro - Huancavelica,MDSI,NULL,PLAZA DE ARMAS S/N,
11972,90613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,Municipalidad Distrital de Santiago de Chocorvos,MD-SANT.CHOCORVOS,20201148783,PLAZA DE ARMAS S/N,
11973,90614,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,Municipalidad Distrital de Santiago de Quirahuara,MD-SANT.QUIRAHUARA,20202618031,PLAZA DE ARMAS S/N,
11974,90615,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,Municipalidad Distrital de Santo Domingo de Capillas,MDSDC,,PLAZA DE ARMAS S/N,
11975,90616,HUANCAVELICA,HUAYTARA,TAMBO,Municipalidad Distrital de Tambo,MDT,20192207453,PLAZA PRINCIPAL S/N,
11976,90701,HUANCAVELICA,TAYACAJA,PAMPAS,Municipalidad Provincial de Tayacaja,MP-TAYACAJA,20190345344,Jr. Grau Nº 115 - Pampas,
11978,90702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,Municipalidad Distrital de Acostambo,MD-ACOSTAMBO,20287881691,PLAZA PRINCIPAL S/N - ACOSTAMBO,
11979,90703,HUANCAVELICA,TAYACAJA,ACRAQUIA,Municipalidad Distrital de Acraquia,MD-ACRAQUIA,20199465768,CALLE REAL S/N,
11981,90705,HUANCAVELICA,TAYACAJA,COLCABAMBA,Municipalidad Distrital de Colcabamba - Huancavelica,MDC,20185726216,PLAZA DE ARMAS S/N,
11982,90706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,Municipalidad Distrital de Daniel Hernandez,DanielHernandez,20208070836,AV. HUANCAVELICA S/N PLAZA PRINCIPAL,
11983,90707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,Municipalidad Distrital de Huachocolpa - Huancavelica - Tayacaja,MD-Huachocolpa,20188457178,PLAZA DE ARMAS S/N,
11984,90119,HUANCAVELICA,HUANCAVELICA,HUANDO,Municipalidad Distrital de Huando,MD-Huando,20230401820,PLAZA DE ARMAS S/N,
11985,90709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,Municipalidad Distrital de Huaribamba,NULL,20199261925,PLAZA PRINCIPAL S/N,
11987,90711,HUANCAVELICA,TAYACAJA,PAZOS,Municipalidad Distrital de Pazos,MD-PAZOS,20204457001,PLAZA PRINCIPAL S/N,
11988,90713,HUANCAVELICA,TAYACAJA,QUISHUAR,Municipalidad Distrital de Quishuar,MD-QUISHUAR,20287893869,PLAZA PRINCIPAL S/N,
11989,90714,HUANCAVELICA,TAYACAJA,SALCABAMBA,Municipalidad Distrital de Salcabamba,MD-SALCABAMBA,20170342519,PLAZA PRINCIPAL S/N,
11990,90715,HUANCAVELICA,TAYACAJA,SALCAHUASI,Municipalidad Distrital de Salcahuasi,MD-SALCAHUASI,20231431781,CENTRO CIVICO DE SALCAHUASI S/N,
11991,90716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,Municipalidad Distrital de San Marcos de Rocchac,MD-SMARCOSROCCHAC,20231941551,PLAZA PRINCIPAL S/N,
11992,90717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,Municipalidad Distrital de Surcubamba,MD-SURCUBAMBA,20232724588,PLAZA PRINCIPAL S/N,
11993,90718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,Municipalidad Distrital de Tintay Puncu,MD-TINTAY PUNCU,20287820632,PLAZA PRINCIPAL S/N,
11995,100102,HUANUCO,HUANUCO,AMARILIS,Municipalidad Distrital de Amarilis,MD-Amarilis,20146009060,JR. HUALLAGA 300,
11996,100103,HUANUCO,HUANUCO,CHINCHAO,Municipalidad Distrital de Chinchao,MDCH,20166915181,AV. DOS DE ENERO S/N PLAZA DE ARMAS ACOMAYO,
11997,100104,HUANUCO,HUANUCO,CHURUBAMBA,Municipalidad Distrital de Churubamba,MD-Churubamba,20160927896,JR JAVIER LINDO ZARATE 110,
11998,100105,HUANUCO,HUANUCO,MARGOS,Municipalidad Distrital de Margos,MD-Margos,20168795760,JR. JUAN DURAN S/N PLAZA DE ARMAS,
11999,100106,HUANUCO,HUANUCO,QUISQUI,Municipalidad Distrital de Quisqui,MD-QUISQUI,20166913561,PLAZA DE ARMAS S/N,
12000,100107,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,Municipalidad Distrital de San Francisco de Cayran,MD-SFCAYRAN,20165847114,RAMIRO PRIALE PRIALE,
12001,100108,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,Municipalidad Distrital de San Pedro de Chaulan,MD-SPCHAULAN,20203976756,PLAZA DE ARMAS S/N - CHAULAN,
12002,100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,Municipalidad Distrital de Santa María del Valle,MD-SMDELVALLE,20184296838,Jr. LIBERTAD PLAZA DE ARMAS S/N,
